,tweet_id,favorite_count,retweet_count,retweeted
342,832040443403784192,0,11131,False
343,832032802820481025,13887,4746,False
344,831939777352105988,26404,7031,False
345,831926988323639298,369,39,False
346,831911600680497154,30380,7458,False
347,831670449226514432,11469,2059,False
348,831650051525054464,7908,2243,False
349,831552930092285952,9872,2632,False
350,831322785565769729,10042,1744,False
351,831315979191906304,7117,1264,False
352,831309418084069378,12819,2786,False
353,831262627380748289,13066,2350,False
354,830956169170665475,8735,1735,False
355,830583320585068544,73397,19297,False
356,830173239259324417,0,6554,False
357,830097400375152640,10804,3455,False
358,829878982036299777,0,5757,False
359,829861396166877184,13441,2243,False
360,829501995190984704,34913,12224,False
361,829449946868879360,11519,2329,False
362,829374341691346946,38074,10706,False
363,829141528400556032,26952,8530,False
364,829011960981237760,58302,18627,False
365,828801551087042563,0,3901,False
366,828770345708580865,28085,6746,False
367,828708714936930305,40241,12882,False
368,828650029636317184,10467,1544,False
369,828409743546925057,6898,1305,False
370,828408677031882754,8398,1477,False
371,828381636999917570,13864,2554,False
372,828376505180889089,8112,1216,False
373,828372645993398273,13756,3344,False
374,828361771580813312,2408,195,False
375,828046555563323392,12923,3260,False
376,828011680017821696,11411,2451,False
377,827933404142436356,22180,5987,False
378,827653905312006145,16983,3433,False
379,827600520311402496,8143,1082,False
380,827324948884643840,17523,3510,False
381,827228250799742977,0,13517,False
382,827199976799354881,11659,2579,False
383,826958653328592898,23767,5757,False
384,826848821049180160,40325,11878,False
385,826615380357632002,0,4521,False
386,826598799820865537,5637,292,False
387,826598365270007810,11117,2709,False
388,826476773533745153,20275,4821,False
389,826240494070030336,14614,2965,False
390,826204788643753985,5361,1075,False
391,826115272272650244,17299,3599,False
392,825876512159186944,11525,2146,False
393,825829644528148480,14025,2848,False
394,825535076884762624,56413,19669,False
395,825147591692263424,20181,5244,False
396,825120256414846976,0,1483,False
397,825026590719483904,7020,1483,False
398,824796380199809024,0,6288,False
399,824775126675836928,16508,4069,False
400,824663926340194305,11113,1993,False
401,824325613288833024,12999,11848,False
402,824297048279236611,16625,4463,False
403,824025158776213504,5255,679,False
404,823939628516474880,11755,3123,False
405,823719002937630720,0,12953,False
406,823699002998870016,13826,2772,False
407,823581115634085888,14376,3031,False
408,823333489516937216,777,31,False
409,823322678127919110,17437,4637,False
410,823269594223824897,0,11421,False
411,822975315408461824,19139,3958,False
412,822872901745569793,132810,48265,False
413,822859134160621569,14576,2622,False
414,822647212903690241,0,7390,False
415,822610361945911296,16327,3423,False
416,822489057087389700,20083,7390,False
417,822462944365645825,31800,17209,False
418,822244816520155136,38832,11421,False
419,822163064745328640,0,5571,False
420,821886076407029760,12582,2692,False
421,821813639212650496,0,3839,False
422,821765923262631936,9317,1899,False
423,821522889702862852,8871,2030,False
424,821421320206483457,0,6470,False
425,821407182352777218,13075,5053,False
426,821153421864615936,280,10,False
427,821149554670182400,9718,2320,False
428,821107785811234820,10645,2487,False
429,821044531881721856,14021,2636,False
430,820837357901512704,0,7733,False
431,820749716845686786,34984,11525,False
432,820690176645140481,13518,3716,False
433,820494788566847489,0,648,False
434,820446719150292993,0,2980,False
435,820314633777061888,3706,648,False
436,820078625395449857,21979,7246,False
437,820013781606658049,0,1369,False
438,819952236453363712,5927,1369,False
439,819924195358416896,14305,5607,False
440,819711362133872643,14916,3604,False
441,819588359383371776,10606,2271,False
442,819347104292290561,8008,1383,False
443,819238181065359361,2550,462,False
444,819227688460238848,25652,7733,False
445,819015337530290176,0,42228,False
446,819015331746349057,0,21794,False
447,819006400881917954,49960,21794,False
448,819004803107983360,95450,42228,False
449,818646164899774465,0,24069,False
450,818627210458333184,24597,8564,False
451,818614493328580609,10971,2982,False
452,818588835076603904,0,7126,False
453,818536468981415936,12127,2873,False
454,818307523543449600,0,9366,False
455,818259473185828864,12197,2621,False
456,818145370475810820,13671,3014,False
457,817908911860748288,5356,906,False
458,817827839487737858,57622,31314,False
459,817777686764523521,11901,3084,False
460,817536400337801217,13105,3505,False
461,817502432452313088,0,3917,False
462,817423860136083457,38260,17504,False
463,817415592588222464,6267,1131,False
464,817181837579653120,0,9907,False
465,817171292965273600,9690,2326,False
466,817120970343411712,13367,3011,False
467,817056546584727552,9517,1927,False
468,816829038950027264,0,5496,False
469,816816676327063552,11071,2361,False
470,816697700272001025,10905,2545,False
471,816450570814898180,33961,9366,False
472,816336735214911488,9564,2269,False
473,816091915477250048,9927,2500,False
474,816062466425819140,0,1207,False
475,816014286006976512,0,6154,False
476,815990720817401858,5545,1207,False
477,815966073409433600,25057,9907,False
478,815745968457060357,0,4797,False
479,815736392542261248,10937,2625,False
480,815639385530101762,9161,1918,False
481,815390420867969024,11467,4407,False
482,814986499976527872,8485,1505,False
483,814638523311648768,12511,3130,False
484,814578408554463233,0,6750,False
485,814530161257443328,9629,2156,False
486,814153002265309185,32000,10080,False
487,813944609378369540,0,3732,False
488,813910438903693312,10342,2194,False
489,813812741911748608,40402,16267,False
490,813800681631023104,9300,2060,False
491,813217897535406080,20783,8476,False
492,813202720496779264,10192,2090,False
493,813187593374461952,22085,5096,False
494,813172488309972993,10384,2236,False
495,813157409116065792,8588,2557,False
496,813142292504645637,9361,2728,False
497,813130366689148928,4968,513,False
498,813127251579564032,13242,3652,False
499,813112105746448384,11515,3225,False
500,813096984823349248,11694,4207,False
501,813081950185472002,10989,3220,False
502,813066809284972545,8865,2276,False
503,813051746834595840,23337,8503,False
504,812781120811126785,8380,2191,False
505,812747805718642688,0,8067,False
506,812709060537683968,7373,1665,False
507,812503143955202048,6787,1424,False
508,812466873996607488,8900,2231,False
509,812372279581671427,15224,4252,False
510,811985624773361665,8102,1647,False
511,811744202451197953,8429,1884,False
512,811647686436880384,6215,872,False
513,811627233043480576,14265,3650,False
514,811386762094317568,23302,7444,False
515,810984652412424192,5927,1655,False
516,810896069567610880,10093,2090,False
517,810657578271330305,12192,3057,False
518,810284430598270976,39640,13369,False
519,810254108431155201,16380,3901,False
520,809920764300447744,17250,4521,False
521,809808892968534016,0,5711,False
522,809448704142938112,7727,1696,False
523,809220051211603969,22246,6554,False
524,809084759137812480,14685,4046,False
525,808838249661788160,11271,3536,False
526,808733504066486276,8784,2509,False
527,808501579447930884,12595,3007,False
528,808344865868283904,47281,24069,False
529,808134635716833280,0,6961,False
530,808106460588765185,9701,2525,False
531,808001312164028416,14015,4098,False
532,807621403335917568,16236,4288,False
533,807106840509214720,107015,56625,False
534,807059379405148160,0,8521,False
535,807010152071229440,14514,4418,False
536,806629075125202948,75639,37911,False
537,806620845233815552,0,6426,False
538,806576416489959424,5370,2230,False
539,806542213899489280,11363,2752,False
540,806242860592926720,0,13616,False
541,806219024703037440,7145,1388,False
542,805958939288408065,0,6238,False
543,805932879469572096,9178,2209,False
544,805826884734976000,7335,2132,False
545,805823200554876929,0,9374,False
546,805520635690676224,6368,1905,False
547,805487436403003392,9773,2929,False
548,805207613751304193,8680,1972,False
549,804738756058218496,15326,4480,False
550,804475857670639616,6886,2355,False
551,804413760345620481,0,3712,False
552,804026241225523202,49774,18876,False
553,803773340896923648,11203,3220,False
554,803692223237865472,0,8689,False
555,803638050916102144,12270,4828,False
556,803380650405482500,8601,2169,False
557,803321560782307329,0,6221,False
558,803276597545603072,11207,2887,False
559,802952499103731712,10085,2336,False
560,802624713319034886,0,3403,False
561,802600418706604034,7938,1714,False
562,802572683846291456,9959,2926,False
563,802323869084381190,18124,6808,False
564,802265048156610565,7039,1573,False
565,802247111496568832,0,5247,False
566,802239329049477120,10132,3040,False
567,802185808107208704,0,314,False
568,801958328846974976,8608,1992,False
569,801854953262350336,1958,275,False
570,801538201127157760,9141,2391,False
571,801285448605831168,6802,960,False
572,801167903437357056,27386,6961,False
573,801127390143516673,0,4627,False
574,801115127852503040,8992,2429,False
575,800859414831898624,778,113,False
576,800855607700029440,0,1889,False
577,800751577355128832,11701,3214,False
578,800513324630806528,14685,3495,False
579,800459316964663297,10538,2489,False
580,800443802682937345,0,5068,False
581,800388270626521089,12456,3265,False
582,800188575492947969,0,4581,False
583,800141422401830912,17092,2980,False
584,800018252395122689,31768,15351,False
585,799774291445383169,0,5488,False
586,799757965289017345,9390,2506,False
587,799422933579902976,8965,2213,False
588,799308762079035393,0,6478,False
589,799297110730567681,11065,3227,False
590,799063482566066176,9058,2863,False
591,798933969379225600,14712,5203,False
592,798925684722855936,8246,1663,False
593,798705661114773508,0,7724,False
594,798701998996647937,0,9126,False
595,798697898615730177,0,7602,False
596,798694562394996736,0,5812,False
597,798686750113755136,0,2702,False
598,798682547630837760,0,5515,False
599,798673117451325440,0,6485,False
600,798665375516884993,0,4519,False
601,798644042770751489,0,2153,False
602,798628517273620480,0,2272,False
603,798585098161549313,0,6618,False
604,798576900688019456,0,6871,False
605,798340744599797760,0,3924,False
606,798209839306514432,11548,2954,False
607,797971864723324932,13018,3652,False
608,797545162159308800,16198,5656,False
609,797236660651966464,22328,7726,False
610,797165961484890113,256,32,False
611,796904159865868288,0,10411,False
612,796865951799083009,8564,2198,False
613,796759840936919040,13256,3562,False
614,796563435802726400,0,8536,False
615,796484825502875648,8472,2042,False
616,796387464403357696,12334,4861,False
617,796177847564038144,0,16628,False
618,796149749086875649,36177,16628,False
619,796125600683540480,5511,2079,False
620,796116448414461957,10139,2813,False
621,796080075804475393,9469,2703,False
622,796031486298386433,12071,4284,False
623,795464331001561088,55683,27728,False
624,795400264262053889,11270,3323,False
625,795076730285391872,18139,6288,False
626,794983741416415232,0,3942,False
627,794926597468000259,11492,2697,False
628,794355576146903043,0,12014,False
629,794332329137291264,10686,3088,False
630,794205286408003585,10314,3895,False
631,793962221541933056,18910,5711,False
632,793845145112371200,10295,2187,False
633,793614319594401792,0,3661,False
634,793601777308463104,8926,1908,False
635,793500921481273345,11953,2786,False
636,793286476301799424,27597,10723,False
637,793271401113350145,9677,2763,False
638,793256262322548741,22350,9714,False
639,793241302385262592,11780,3812,False
640,793226087023144960,11001,3338,False
641,793210959003287553,9997,3301,False
642,793195938047070209,17063,6547,False
643,793180763617361921,7740,2310,False
644,793165685325201412,10478,3238,False
645,793150605191548928,6909,1984,False
646,793135492858580992,7214,2893,False
647,793120401413079041,14202,4551,False
648,792913359805018113,16063,4715,False
649,792883833364439040,12666,4964,False
650,792773781206999040,8209,1963,False
651,792394556390137856,15128,4998,False
652,792050063153438720,8029,2088,False
653,791821351946420224,0,24514,False
654,791784077045166082,0,11271,False
655,791780927877898241,0,4432,False
656,791774931465953280,37818,21156,False
657,791672322847637504,13129,3661,False
658,791406955684368384,14670,4797,False
659,791312159183634433,9841,2963,False
660,791026214425268224,0,4858,False
661,790987426131050500,11089,2483,False
662,790946055508652032,18601,5496,False
663,790723298204217344,0,2704,False
664,790698755171364864,9158,2203,False
665,790581949425475584,22473,8183,False
666,790337589677002753,8740,2167,False
667,790277117346975746,14081,3732,False
668,790227638568808452,0,4190,False
669,789986466051088384,10369,2704,False
670,789960241177853952,0,4839,False
671,789903600034189313,11673,4858,False
672,789628658055020548,8448,2080,False
673,789599242079838210,7620,2279,False
674,789530877013393408,13188,3942,False
675,789314372632018944,9615,2666,False
676,789280767834746880,0,5747,False
677,789268448748703744,10196,3014,False
678,789137962068021249,10875,3244,False
679,788908386943430656,30653,14409,False
680,788765914992902144,30658,12014,False
681,788552643979468800,0,8407,False
682,788412144018661376,16060,5990,False
683,788178268662984705,8100,2488,False
684,788150585577050112,6865,1510,False
685,788070120937619456,0,3952,False
686,788039637453406209,6867,1535,False
687,787810552592695296,9717,3540,False
688,787717603741622272,11416,3240,False
689,787397959788929025,12120,3300,False
690,787322443945877504,8726,2032,False
691,787111942498508800,0,7798,False
692,786963064373534720,29725,9327,False
693,786729988674449408,0,2827,False
694,786709082849828864,20296,7069,False
695,786664955043049472,11957,2996,False
696,786595970293370880,10497,3601,False
697,786363235746385920,12189,4072,False
698,786286427768250368,8930,3352,False
699,786233965241827333,17178,5571,False
700,786051337297522688,1614,179,False
701,786036967502913536,0,8237,False
702,785927819176054784,12696,3652,False
703,785872687017132033,7489,2130,False
704,785639753186217984,8735,2561,False
705,785533386513321988,10183,2334,False
706,785515384317313025,6800,1477,False
707,785264754247995392,8128,1911,False
708,785170936622350336,13491,5639,False
709,784826020293709826,11310,3712,False
710,784517518371221505,10039,2970,False
711,784431430411685888,6329,1491,False
712,784183165795655680,22513,9374,False
713,784057939640352768,33505,12953,False
714,783839966405230592,33689,12643,False
715,783821107061198850,8209,2269,False
716,783695101801398276,11650,3737,False
717,783466772167098368,9468,2608,False
718,783391753726550016,18908,6441,False
719,783347506784731136,0,6533,False
720,783334639985389568,32651,13616,False
721,783085703974514689,9112,2565,False
722,782969140009107456,26949,8521,False
723,782747134529531904,8310,1604,False
724,782722598790725632,19250,6238,False
725,782598640137187329,8694,2184,False
726,782305867769217024,18630,6470,False
727,782021823840026624,0,7236,False
728,781955203444699136,12357,3920,False
729,781661882474196992,11634,3129,False
730,781655249211752448,4466,1314,False
731,781524693396357120,23163,6426,False
732,781308096455073793,7973,2961,False
733,781251288990355457,9428,2458,False
734,781163403222056960,10895,3168,False
735,780931614150983680,24192,8536,False
736,780858289093574656,8033,2328,False
737,780800785462489090,6141,1505,False
738,780601303617732608,13525,3839,False
739,780543529827336192,7040,2032,False
740,780496263422808064,0,4319,False
741,780476555013349377,0,136,False
742,780459368902959104,5892,1224,False
743,780192070812196864,9712,2589,False
744,780092040432480260,0,2655,False
745,780074436359819264,13723,5815,False
746,779834332596887552,21252,8237,False
747,779377524342161408,9831,3613,False
748,779124354206535695,0,21324,False
749,779123168116150273,13206,4207,False
750,779056095788752897,16500,5247,False
751,778990705243029504,22342,8437,False
752,778774459159379968,0,11550,False
753,778764940568104960,955,426,False
754,778748913645780993,7717,1562,False
755,778650543019483137,6430,1729,False
756,778624900596654080,5177,1176,False
757,778408200802557953,15135,5023,False
758,778396591732486144,0,14198,False
759,778383385161035776,6515,1271,False
760,778286810187399168,11576,3836,False
761,778039087836069888,9417,3065,False
762,778027034220126208,7320,1885,False
763,777953400541634568,0,4080,False
764,777885040357281792,7078,1893,False
765,777684233540206592,12518,3403,False
766,777641927919427584,0,4947,False
767,777621514455814149,9742,2910,False
768,777189768882946048,15921,4999,False
769,776819012571455488,0,15839,False
770,776813020089548800,5444,1405,False
771,776477788987613185,9858,3249,False
772,776249906839351296,0,10673,False
773,776218204058357768,33345,18497,False
774,776201521193218049,10681,2919,False
775,776113305656188928,13102,5068,False
776,776088319444877312,2045,179,False
777,775898661951791106,0,17621,False
778,775842724423557120,13022,3116,False
779,775733305207554048,15413,4627,False
780,775729183532220416,14361,5302,False
781,775364825476165632,8295,3472,False
782,775350846108426240,11309,4532,False
783,775096608509886464,0,9220,False
784,775085132600442880,17281,5488,False
785,774757898236878852,9462,2035,False
786,774639387460112384,7508,2013,False
787,774314403806253056,24167,6478,False
788,773985732834758656,11925,4492,False
789,773922284943896577,7110,1999,False
790,773704687002451968,7317,1891,False
791,773670353721753600,5935,1501,False
792,773547596996571136,24553,7126,False
793,773336787167145985,0,5912,False
794,773308824254029826,25846,8640,False
795,773247561583001600,10414,3699,False
796,773191612633579521,11117,4736,False
797,772877495989305348,9555,4501,False
798,772826264096874500,8842,2669,False
799,772615324260794368,0,3914,False
800,772581559778025472,7192,1968,False
801,772193107915964416,6665,1612,False
802,772152991789019136,4181,1300,False
803,772117678702071809,4165,848,False
804,772114945936949249,3005,546,False
805,772102971039580160,4448,1065,False
806,771908950375665664,7298,2181,False
807,771770456517009408,13356,3924,False
808,771500966810099713,9167,3018,False
809,771380798096281600,11746,5912,False
810,771171053431250945,0,8705,False
811,771136648247640064,10223,3357,False
812,771102124360998913,6898,1663,False
813,771014301343748096,7032,1782,False
814,770787852854652928,5498,1415,False
815,770772759874076672,5749,1626,False
816,770743923962707968,0,52360,False
817,770655142660169732,8130,2013,False
818,770414278348247044,6987,2390,False
819,770293558247038976,6923,1718,False
820,770093767776997377,0,3520,False
821,770069151037685760,8385,2651,False
822,769940425801170949,34948,11131,False
823,769695466921623552,7101,1926,False
824,769335591808995329,0,8830,False
825,769212283578875904,5980,1969,False
826,768970937022709760,16017,7574,False
827,768909767477751808,0,3129,False
828,768855141948723200,4660,1034,False
829,768609597686943744,4580,1382,False
830,768596291618299904,5592,1473,False
831,768554158521745409,0,6719,False
832,768473857036525572,15110,3958,False
833,768193404517830656,12157,4080,False
